"","X","Latitude","Longitude","Elevation","BackgroundSpecies","Family","Genus","Species","Sub.species","VernacularNames","Length","GenusSpecies","fileCount"
"809",11233,"4.6006","-53.412","150","","Furnariidae","Sclerurus","rufigularis","","Short-billed Leaftosser",33.988889,"Sclerurus rufigularis",10
"810",11276,"5.736243","-75.86608","2800","","Psittacidae","Ognorhynchus","icterotis","","Yellow-eared Parrot",23.936372,"Ognorhynchus icterotis",11
"811",11282,"-26.995","-50.014","460","","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",42.102698,"Rupornis magnirostris",27
"812",11288,"-23.2119","-45.9613","550","","Thraupidae","Tersina","viridis","","Swallow Tanager",18.712472,"Tersina viridis",10
"813",11311,"NULL","NULL","2800","","Corvidae","Cyanolyca","armillata","quindiuna","Black-collared Jay",22.445964,"Cyanolyca armillata",17
"814",11317,"-27.3546","-49.3459","360","","Conopophagidae","Conopophaga","lineata","","Rufous Gnateater",42.946825,"Conopophaga lineata",17
"815",11325,"5.6709","-67.5551","250","","Psittacidae","Amazona","ochrocephala","","Yellow-crowned Amazon",31.131973,"Amazona ochrocephala",19
"816",11381,"5.5389","-75.8045","2500","Colibri thalassinus","Psittacidae","Ognorhynchus","icterotis","","Yellow-eared Parrot",24.248186,"Ognorhynchus icterotis",11
"817",11447,"-4.7656","-48.137","150","","Thamnophilidae","Taraba","major","","Great Antshrike",29.714286,"Taraba major",10
"818",11510,"3.6167","-53.2001","250","Psarocolius viridis","Falconidae","Ibycter","americanus","","Red-throated Caracara",40.835011,"Ibycter americanus",14
"819",11517,"8.2031","-73.3798","1600","","Emberizidae","Atlapetes","albofrenatus","","Moustached Brush Finch",20.697256,"Atlapetes albofrenatus",11
"820",11561,"6.95","-71","","","Thamnophilidae","Taraba","major","","Great Antshrike",43.368685,"Taraba major",10
"821",11570,"-26.995","-50.014","460","","Parulidae","Myiothlypis","leucoblephara","leucoblephara","White-rimmed Warbler",35.2561,"Myiothlypis leucoblephara",14
"822",11615,"NULL","NULL","2800","","Icteridae","Cacicus","leucoramphus","leucoramphus","Northern Mountain Cacique",18.426145,"Cacicus leucoramphus",18
"823",11686,"NULL","NULL","1700","","Corvidae","Cyanocorax","yncas","cyanodorsalis","Inca Jay",20.180136,"Cyanocorax yncas",10
"824",11735,"NULL","NULL","2100","","Thamnophilidae","Dysithamnus","mentalis","","Plain Antvireo",38.862132,"Dysithamnus mentalis",25
"825",11779,"-22.8667","-44.4501","651","","Furnariidae","Cichlocolaptes","leucophrus","holti","Pale-browed Treehunter",43.063583,"Cichlocolaptes leucophrus",14
"826",11790,"-3.8717","-70.15","110","","Psittacidae","Amazona","farinosa","farinosa","Mealy Amazon",17.970658,"Amazona farinosa",16
"827",11867,"-12.2417","-60.7141","340","","Psittacidae","Amazona","farinosa","","Mealy Amazon",35.654853,"Amazona farinosa",16
"828",11903,"NULL","NULL","20","","Thamnophilidae","Myrmeciza","atrothorax","","Black-throated Antbird",42.609705,"Myrmeciza atrothorax",12
"829",11958,"5.2431","-76.0964","1700","","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",44.796054,"Rupornis magnirostris",27
"830",11972,"-25.692","-53.8","360","","Cardinalidae","Habia","rubica","rubica","Red-crowned Ant Tanager",22.591519,"Habia rubica",14
"831",12015,"6.5667","-72.7334","2500","","Icteridae","Cacicus","leucoramphus","leucoramphus","Northern Mountain Cacique",30.768209,"Cacicus leucoramphus",18
"832",12028,"5.736243","-75.86608","2800","","Psittacidae","Ognorhynchus","icterotis","","Yellow-eared Parrot",25.038549,"Ognorhynchus icterotis",11
"833",12107,"6.106418","-73.45562","1400","Saltator striatipectus","Parulidae","Basileuterus","culicivorus","","Golden-crowned Warbler",43.427098,"Basileuterus culicivorus",14
"834",12262,"4.0334","-59.5334","?","Phaeomyias murina,Mimus gilvus,Patagioenas cayennensis","Psittacidae","Amazona","ochrocephala","","Yellow-crowned Amazon",25.957392,"Amazona ochrocephala",19
"835",12283,"4.6717","-75.6283","1800","","Corvidae","Cyanocorax","yncas","","Inca Jay",26.165692,"Cyanocorax yncas",10
"836",12296,"-22.8001","-44.6167","1246","","Furnariidae","Cichlocolaptes","leucophrus","holti","Pale-browed Treehunter",33.161315,"Cichlocolaptes leucophrus",14
"837",12298,"4.9284","-75.0533","1600","","Thamnophilidae","Cercomacra","parkeri","","Parker's Antbird",28.651973,"Cercomacra parkeri",10
"838",12313,"NULL","NULL","2000","","Troglodytidae","Henicorhina","leucophrys","leucophrys","Grey-breasted Wood Wren",18.492676,"Henicorhina leucophrys",12
"839",12346,"NULL","NULL","2555","","Corvidae","Cyanolyca","armillata","meridana","Black-collared Jay",31.477664,"Cyanolyca armillata",17
"840",12357,"9.9039","-71.1039","0","","Alcedinidae","Megaceryle","torquata","","Ringed Kingfisher",17.184467,"Megaceryle torquata",10
"841",12376,"6.8137","-73.3648","2400","Lipaugus fuscocinereus,Pyrrhomyias cinnamomeus","Icteridae","Cacicus","leucoramphus","","Northern Mountain Cacique",40.707959,"Cacicus leucoramphus",18
"842",12418,"NULL","NULL","90","Trogon violaceus,Turdus albicollis","Falconidae","Ibycter","americanus","","Red-throated Caracara",26.756893,"Ibycter americanus",14
"843",12423,"-10.7427","-68.2818","220","Hypocnemis subflava","Psittacidae","Pionus","menstruus","","Blue-headed Parrot",15.892018,"Pionus menstruus",11
"844",12466,"-28.6155","-49.5164","180","Ramphastos dicolorus","Falconidae","Milvago","chimachima","","Yellow-headed Caracara",24.706417,"Milvago chimachima",18
"845",12477,"-28.6155","-49.5164","180","","Furnariidae","Automolus","leucophthalmus","","White-eyed Foliage-gleaner",23.305215,"Automolus leucophthalmus",11
"846",12522,"NULL","NULL","400","","Psittacidae","Eupsittula","pertinax","lehmanni","Brown-throated Parakeet",17.992744,"Eupsittula pertinax",11
"847",12547,"4.6148","-52.505","40","","Furnariidae","Sclerurus","rufigularis","","Short-billed Leaftosser",17.239524,"Sclerurus rufigularis",10
"848",12618,"7.1167","-64.9667","?","","Psittacidae","Amazona","ochrocephala","ochrocephala","Yellow-crowned Amazon",41.498934,"Amazona ochrocephala",19
"849",12623,"5.73778","-53.945961","2","Crotophaga ani,Hylophilus pectoralis","Psittacidae","Eupsittula","pertinax","surinama","Brown-throated Parakeet",29.328435,"Eupsittula pertinax",11
"850",12696,"7.1167","-64.9667","?","","Tyrannidae","Platyrinchus","platyrhynchos","platyrhynchos","White-crested Spadebill",19.990091,"Platyrinchus platyrhynchos",10
"851",12723,"8.2031","-73.3798","1750","","Emberizidae","Atlapetes","albofrenatus","","Moustached Brush Finch",30.490544,"Atlapetes albofrenatus",11
"852",12739,"6.9851","-75.1116","1600","","Thamnophilidae","Cercomacra","parkeri","","Parker's Antbird",36.079456,"Cercomacra parkeri",10
"853",12832,"-22.8667","-44.4501","651","","Furnariidae","Cichlocolaptes","leucophrus","holti","Pale-browed Treehunter",38.430612,"Cichlocolaptes leucophrus",14
"854",12856,"5.5374","-75.8029","2850","","Psittacidae","Ognorhynchus","icterotis","","Yellow-eared Parrot",17.537982,"Ognorhynchus icterotis",11
"855",12886,"4.6030444444","-74.2044555556","2546","Molothrus bonariensis","Troglodytidae","Cistothorus","apolinari","apolinari","Apolinar's Wren",15.239093,"Cistothorus apolinari",16
"856",12910,"NULL","NULL","?","","Thamnophilidae","Thamnophilus","melanonotus","","Black-backed Antshrike",20.619002,"Thamnophilus melanonotus",13
"857",13034,"5.0834","-75.5001","2480","","Corvidae","Cyanolyca","armillata","","Black-collared Jay",22.616644,"Cyanolyca armillata",17
"858",13055,"8.620356","-71.082487","2000","","Corvidae","Cyanolyca","armillata","","Black-collared Jay",20.299297,"Cyanolyca armillata",17
"859",13098,"6.6292","-73.3151","2000","","Corvidae","Cyanocorax","yncas","","Inca Jay",25.695011,"Cyanocorax yncas",10
"860",13148,"12.547","-81.719","70","","Coerebidae","Coereba","flaveola","","Bananaquit",18.98712,"Coereba flaveola",10
"861",13152,"4.918611","-74.11667","2600","","Troglodytidae","Troglodytes","aedon","","House Wren",40.351451,"Troglodytes aedon",15
"862",13153,"7.9759","-74.2153","1550","","Thamnophilidae","Dysithamnus","mentalis","","Plain Antvireo",39.45102,"Dysithamnus mentalis",25
"863",13167,"4.707636","-74.128039","2500","","Emberizidae","Zonotrichia","capensis","","Rufous-collared Sparrow",36.185964,"Zonotrichia capensis",11
"864",13170,"4.6834","-74.3834","2000","","Emberizidae","Atlapetes","albofrenatus","albofrenatus","Moustached Brush Finch",32.070975,"Atlapetes albofrenatus",11
"865",13196,"NULL","NULL","2800","","Icteridae","Cacicus","leucoramphus","leucoramphus","Northern Mountain Cacique",16.83907,"Cacicus leucoramphus",18
"866",13261,"-14.8264","-56.4241","200","","Furnariidae","Xiphorhynchus","guttatus","","Buff-throated Woodcreeper",28.705669,"Xiphorhynchus guttatus",11
"867",13263,"4.5167","-73.7501","?","","Icteridae","Cacicus","leucoramphus","leucoramphus","Northern Mountain Cacique",35.496961,"Cacicus leucoramphus",18
"868",13265,"6.8137","-73.3648","2400","","Icteridae","Cacicus","leucoramphus","","Northern Mountain Cacique",17.4122,"Cacicus leucoramphus",18
"869",13320,"-9.5981","-55.932","200","Myiopagis gaimardii,Cantorchilus leucotis,Hypocnemoides maculicauda","Thraupidae","Tersina","viridis","viridis","Swallow Tanager",41.383968,"Tersina viridis",10
"870",13342,"-23.0726","-45.9388","700","","Thamnophilidae","Myrmeciza","squamosa","","Squamate Antbird",29.237392,"Myrmeciza squamosa",14
"871",13348,"-22.1171","-45.051","900","","Psittacidae","Psittacara","leucophthalmus","","White-eyed Parakeet",33.642154,"Psittacara leucophthalmus",12
"872",13351,"-18.3954","-47.1846","800","Amazona aestiva","Corvidae","Cyanocorax","cyanopogon","","White-naped Jay",32.807528,"Cyanocorax cyanopogon",11
"873",13399,"11.1092","-74.0456","2600","","Troglodytidae","Henicorhina","leucophrys","anachoreta","Grey-breasted Wood Wren",17.307868,"Henicorhina leucophrys",12
"874",13403,"NULL","NULL","?","","Thamnophilidae","Myrmeciza","atrothorax","","Black-throated Antbird",18.74585,"Myrmeciza atrothorax",12
"875",13493,"5.441","-67.621","150","","Troglodytidae","Cantorchilus","leucotis","venezuelanus","Buff-breasted Wren",28.474127,"Cantorchilus leucotis",17
"876",13526,"7.7143","-69.3326","80","Opisthocomus hoazin","Psittacidae","Amazona","ochrocephala","","Yellow-crowned Amazon",27.412517,"Amazona ochrocephala",19
"877",13582,"-28.6264","-49.5051","90","Tapera naevia","Tyrannidae","Tolmomyias","sulphurescens","sulphurescens","Yellow-olive Flatbill",22.001315,"Tolmomyias sulphurescens",14
"878",13604,"-3.3084","-47.1851","?","Amazona amazonica,Thamnophilus palliatus,Ramphocelus carbo","Psittacidae","Pionus","menstruus","","Blue-headed Parrot",30.593311,"Pionus menstruus",11
"879",13702,"7.3682","-69.4407","90","","Troglodytidae","Cantorchilus","leucotis","","Buff-breasted Wren",32.711565,"Cantorchilus leucotis",17
"880",13715,"5.9656","-61.3917","?","","Emberizidae","Zonotrichia","capensis","","Rufous-collared Sparrow",29.099705,"Zonotrichia capensis",11
"881",13721,"4.6717","-75.6283","1800","","Psittacidae","Psittacara","wagleri","","Scarlet-fronted Parakeet",26.510363,"Psittacara wagleri",12
"882",13724,"7.1167","-64.9667","?","","Thamnophilidae","Myrmeciza","atrothorax","","Black-throated Antbird",41.120045,"Myrmeciza atrothorax",12
"883",13729,"NULL","NULL","100","","Threskiornithidae","Theristicus","caudatus","","Buff-necked Ibis",20.188594,"Theristicus caudatus",17
"884",13743,"9.857","-63.035","50","","Tyrannidae","Megarynchus","pitangua","","Boat-billed Flycatcher",27.399342,"Megarynchus pitangua",11
"885",13746,"6.6292","-73.3151","2000","","Tyrannidae","Hirundinea","ferruginea","","Cliff Flycatcher",31.570091,"Hirundinea ferruginea",12
"886",13751,"11.1334","-74.1001","600","","Thamnophilidae","Thamnophilus","melanonotus","","Black-backed Antshrike",26.763311,"Thamnophilus melanonotus",13
"887",13770,"-16.4456","-51.1201","600","Turdus leucomelas","Corvidae","Cyanocorax","cyanopogon","","White-naped Jay",31.547664,"Cyanocorax cyanopogon",11
"888",13776,"11.162","-72.5778","400","","Thamnophilidae","Thamnophilus","melanonotus","","Black-backed Antshrike",34.224739,"Thamnophilus melanonotus",13
"889",13829,"8.2167","-73.2334","1650","","Parulidae","Basileuterus","culicivorus","","Golden-crowned Warbler",20.318776,"Basileuterus culicivorus",14
"890",13838,"4.6717","-75.6283","1900","","Thamnophilidae","Dysithamnus","mentalis","","Plain Antvireo",28.931247,"Dysithamnus mentalis",25
"891",13918,"-22.3917","-42.3751","850","","Picidae","Melanerpes","candidus","","White Woodpecker",40.174762,"Melanerpes candidus",10
"892",13958,"NULL","NULL","2600","","Charadriidae","Vanellus","chilensis","cayennensis","Southern Lapwing",24.729932,"Vanellus chilensis",19
"893",14017,"4.215","-51.665","2","Cantorchilus leucotis,Hypocnemoides melanopogon,Sclateria naevia,Myrmotherula surinamensis,Ramphocelus carbo","Thamnophilidae","Taraba","major","semifasciatus","Great Antshrike",42.297982,"Taraba major",10
"894",14018,"4.6717","-75.6283","1900","","Tyrannidae","Pitangus","sulphuratus","","Great Kiskadee",29.22322,"Pitangus sulphuratus",10
"895",14062,"4.516667","-68.08334","250","","Falconidae","Milvago","chimachima","","Yellow-headed Caracara",17.827098,"Milvago chimachima",18
"896",14065,"NULL","NULL","100","","Turdidae","Turdus","leucomelas","","Pale-breasted Thrush",20.6661,"Turdus leucomelas",18
"897",14128,"NULL","NULL","2800","","Corvidae","Cyanocorax","yncas","cyanodorsalis?","Inca Jay",30.780113,"Cyanocorax yncas",10
"898",14174,"8.8526","-70.5806","1700","","Psittacidae","Pionus","menstruus","","Blue-headed Parrot",23.092993,"Pionus menstruus",11
"899",14186,"7.9759","-74.2153","1550","","Thamnophilidae","Dysithamnus","mentalis","","Plain Antvireo",26.377211,"Dysithamnus mentalis",25
"900",14188,"6.3334","-72.6667","1800-1900","","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",19.490884,"Rupornis magnirostris",27
"901",14207,"6.6389","-73.3892","2700","","Icteridae","Cacicus","leucoramphus","","Northern Mountain Cacique",17.121111,"Cacicus leucoramphus",18
"902",14223,"-23.9557","-46.6503","760","Basileuterus culicivorus","Falconidae","Milvago","chimachima","","Yellow-headed Caracara",34.727596,"Milvago chimachima",18
"903",14280,"-22.3917","-42.3751","850","","Charadriidae","Vanellus","chilensis","lampronotus","Southern Lapwing",18.626599,"Vanellus chilensis",19
"904",14367,"7.4334","-69.3167","80","Pitangus sulphuratus","Threskiornithidae","Theristicus","caudatus","","Buff-necked Ibis",31.56059,"Theristicus caudatus",17
"905",14447,"-19.2204","-42.4832","260","","Tyrannidae","Myiornis","auricularis","","Eared Pygmy Tyrant",36.907778,"Myiornis auricularis",15
"906",14453,"NULL","NULL","2800","","Corvidae","Cyanolyca","armillata","quindiuna","Black-collared Jay",22.325374,"Cyanolyca armillata",17
"907",14479,"4.31667","-52.1333","250","Ramphastos tucanus","Ramphastidae","Ramphastos","vitellinus","","Channel-billed Toucan",25.843152,"Ramphastos vitellinus",12
"908",14488,"NULL","NULL","90","Patagioenas plumbea,Automolus rufipileatus,Coereba flaveola,Cercomacra cinerascens","Psittacidae","Amazona","farinosa","","Mealy Amazon",31.647279,"Amazona farinosa",16
"909",14531,"4.6030444444","-74.2044555556","2546","","Troglodytidae","Cistothorus","apolinari","apolinari","Apolinar's Wren",26.066757,"Cistothorus apolinari",16
"910",14537,"4.6717","-75.6283","1800","","Psittacidae","Psittacara","wagleri","","Scarlet-fronted Parakeet",25.155215,"Psittacara wagleri",12
"911",14598,"-9.3164","-35.4423","10","","Psittacidae","Diopsittaca","nobilis","cumanensis","Red-shouldered Macaw",23.43415,"Diopsittaca nobilis",10
"912",14599,"-20.4082","-44.0279","800","","Parulidae","Myiothlypis","flaveola","","Flavescent Warbler",44.334966,"Myiothlypis flaveola",10
"913",14645,"NULL","NULL","470","","Psittacidae","Psittacara","wagleri","wagleri","Scarlet-fronted Parakeet",17.512993,"Psittacara wagleri",12
"914",14654,"-23.59","-46.66","750","","Psittacidae","Diopsittaca","nobilis","","Red-shouldered Macaw",43.565941,"Diopsittaca nobilis",10
"915",14711,"3.5708","-75.65","1700","","Tyrannidae","Myiodynastes","maculatus","","Streaked Flycatcher",33.144308,"Myiodynastes maculatus",14
"916",14720,"-1.6667","-56.01","50","","Tyrannidae","Cnemotriccus","fuscatus","duidae","Fuscous Flycatcher",19.939569,"Cnemotriccus fuscatus",10
"917",14783,"0.2131111","-72.42372","350","","Ramphastidae","Ramphastos","vitellinus","culminatus","Channel-billed Toucan",32.266236,"Ramphastos vitellinus",12
"918",14842,"-23.5834","-51.4345","550","","Thraupidae","Tersina","viridis","","Swallow Tanager",16.594104,"Tersina viridis",10
"919",14912,"NULL","NULL","1349","","Fringillidae","Chlorophonia","cyanea","","Blue-naped Chlorophonia",22.460862,"Chlorophonia cyanea",11
"920",15052,"-23.1161","-46.5563","800","Ramphastos dicolorus,Tolmomyias sulphurescens","Fringillidae","Chlorophonia","cyanea","","Blue-naped Chlorophonia",21.662086,"Chlorophonia cyanea",11
"921",15054,"NULL","NULL","90","Lipaugus vociferans","Tyrannidae","Platyrinchus","platyrhynchos","","White-crested Spadebill",29.595034,"Platyrinchus platyrhynchos",10
"922",15073,"-23.5797","-45.5474","800","","Thamnophilidae","Pyriglena","leucoptera","","White-shouldered Fire-eye",39.713447,"Pyriglena leucoptera",12
"923",15074,"4.6030444444","-74.2044555556","2546","Sturnella magna","Troglodytidae","Cistothorus","apolinari","apolinari","Apolinar's Wren",19.035215,"Cistothorus apolinari",16
"924",15099,"-20.79","-42.8882","800","","Thraupidae","Tersina","viridis","viridis","Swallow Tanager",16.108005,"Tersina viridis",10
"925",15101,"4.657","-51.869","2","Veniliornis cassini","Icteridae","Cacicus","haemorrhous","haemorrhous","Red-rumped Cacique",23.578798,"Cacicus haemorrhous",20
"926",15111,"5.649811","-53.814468","?","","Thamnophilidae","Myrmeciza","atrothorax","atrothorax","Black-throated Antbird",26.433469,"Myrmeciza atrothorax",12
"927",15122,"8.2167","-73.2334","1650","","Parulidae","Basileuterus","culicivorus","","Golden-crowned Warbler",39.847211,"Basileuterus culicivorus",14
"928",15231,"4.7301","-56.7701","?","","Psittacidae","Ara","ararauna","","Blue-and-yellow Macaw",23.409138,"Ara ararauna",13
"929",15250,"1.0834","-77.8834","2000","","Troglodytidae","Henicorhina","leucophrys","","Grey-breasted Wood Wren",21.781179,"Henicorhina leucophrys",12
