"","X","MediaId","FileName","ClassId","Date","Time","Locality","Latitude","Longitude","Elevation","Author","AuthorID","Content","Comments","Quality","Year","BackgroundSpecies","Order","Family","Genus","Species","Sub.species","VernacularNames","Length","GenusSpecies","fileCount"
"626",7956,7831,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7831.wav","qpxgvo","2010-12-10","07:15","RPPN Vale das Araras - Cavalcante, GO","-13.825","-47.452","800","Marcos Melo","MRGDYNJGUJ","call","","3","BirdCLEF2014","Saltator similis,Saltator maximus,Colonia colonus,Coereba flaveola","Passeriformes","Tyrannidae","Hemitriccus","margaritaceiventer","","Pearly-vented Tody-Tyrant",17.630385,"Hemitriccus margaritaceiventer",11
"627",8036,7945,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7945.wav","gzfudv","2011-05-17","07:15","Panga Research Station, Minas Gerais","-19.182381","-48.393574","700","Bob Planque","OH38YHKJBS","flight call","group of nine, flying over a vereda and gallery forest.","2","BirdCLEF2014","Rupornis magnirostris","Psittaciformes","Psittacidae","Orthopsittaca","manilatus","","Red-bellied Macaw",34.83288,"Orthopsittaca manilatus",13
"628",8044,7956,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7956.wav","scqsvb","2001-04-17","16:36","Serra da Canastra. São José do Barreiro","-20.3501","-46.4834","850","Jeremy Minns","DGVLLRYDXS","calls, perched","Road to Casca d'Anta. Secondary growth and farmland. Flock in eucalyptus trees.bird-seen:yesplayback-used:no","2","BirdCLEF2014","","Psittaciformes","Psittacidae","Forpus","xanthopterygius","xanthopterygius (presumed from location)","Blue-winged Parrotlet",17.71483,"Forpus xanthopterygius",11
"629",8053,7965,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7965.wav","jeufbl","2006-10-29","07:20","Serra de Baturité, Ceará","-4.2334","-38.9167","800","Ciro Albano","MXVQPUKGWW","call","","4","BirdCLEF2014","Phyllomyias fasciatus,Tolmomyias flaviventris,Troglodytes aedon","Passeriformes","Tyrannidae","Elaenia","spectabilis","","Large Elaenia",40.535465,"Elaenia spectabilis",14
"630",8055,7969,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7969.wav","ijpmji","2008-06-08","am","Saracá-Taquera National Forest, Porto Trombetas, PA","-1.6667","-56.01","150","Eduardo Patrial","QEFRRVCRRP","call","","1","BirdCLEF2014","","Psittaciformes","Psittacidae","Amazona","farinosa","","Mealy Amazon",32.349388,"Amazona farinosa",16
"631",8075,7999,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7999.wav","igcivw","2010-11-21","?","Urariquera bridge, north of Boa Vista","4.2417","-58.9028","?","Alexandre Renaudier","GKADEITXTH","call","","1","BirdCLEF2014","","Pelecaniformes","Threskiornithidae","Theristicus","caudatus","","Buff-necked Ibis",18.842517,"Theristicus caudatus",17
"632",8084,8010,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8010.wav","scjydk","2012-10-12","07:30","Pousada Piuval, Transpantaneira km 12, MT","-16.3834","-56.6167","120","Andrew Spencer","CDTGHVBGZP","call","natural vocalizations, calls from a pair of birds perched in a tall tree and then in flight in fairly open savanna.bird-seen:yesplayback-used:no","1","BirdCLEF2014","","Psittaciformes","Psittacidae","Anodorhynchus","hyacinthinus","","Hyacinth Macaw",39.373061,"Anodorhynchus hyacinthinus",11
"633",8108,8043,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8043.wav","yplahx","2005-11-20","11:20","Parque do Zizo, Sao Paulo State","-24.017146","-47.81044","630","Bob Planqué","OH38YHKJBS","call","","3","BirdCLEF2014","","Passeriformes","Polioptilidae","Ramphocaenus","melanurus","","Long-billed Gnatwren",15.356304,"Ramphocaenus melanurus",10
"634",8111,8047,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8047.wav","azkncx","2012-11-07","18:00","Estrada Perdida, Parque Nacional do Viruá, Caracaraí, Roraima","1.4022","-60.9869","50","Thiago Orsi Laranjeiras","PMYLTPLTLT","flight call","bird-seen:yesplayback-used:no","3","BirdCLEF2014","Turdus fumigatus","Psittaciformes","Psittacidae","Amazona","ochrocephala","ochrocephala","Yellow-crowned Amazon",38.600476,"Amazona ochrocephala",19
"635",8135,8082,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8082.wav","oxhigs","2003-07-05","10:00","Praia do Gamela, Sirinhaém, Pernambuco","-8.6114","-35.0392","0","Mauricio Cabral Periquito","HERKCTHDZI","alarm call","","3","BirdCLEF2014","","Cuculiformes","Cuculidae","Crotophaga","ani","","Smooth-billed Ani",17.576848,"Crotophaga ani",14
"636",8138,8087,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8087.wav","jefgxc","2006-09-13","10:05","Reserva Ecológica de Guapiassu, RJ","NULL","NULL","100","Leonardo Pimentel","JHBOHGJALL","call","","0","BirdCLEF2014","Tachyphonus cristatus","Piciformes","Galbulidae","Galbula","ruficauda","","Rufous-tailed Jacamar",17.423673,"Galbula ruficauda",11
"637",8150,80,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN80.wav","ypmevr","2010-08-30","06:25","Road just before entrance Itatiaia NP","-22.4587","-44.5901","800","Herman van Oosten","SNUDCZVUQK","call","marvellous bird!","1","BirdCLEF2014","","Passeriformes","Conopophagidae","Conopophaga","melanops","","Black-cheeked Gnateater",19.075533,"Conopophaga melanops",15
"638",8161,8112,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8112.wav","ssdpyu","1997-12-01","10:00","Fazenda Montanhas do Japí,Serra do Japí,Jundiai,São Paulo State","-23.245","-46.912","900","Antonio Silveira","NBJQSQJRYH","call, male","bird-seen:yesplayback-used:yes","2","BirdCLEF2014","","Passeriformes","Troglodytidae","Cantorchilus","longirostris","","Long-billed Wren",30.109342,"Cantorchilus longirostris",10
"639",8164,8115,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8115.wav","armfvy","2011-06-25","10:00","Santo Antônio do Pinhal, São Paulo","-22.7876","-45.6842","1000","GABRIEL LEITE","TGBFXDVERJ","call","bird-seen:yesplayback-used:no","2","BirdCLEF2014","","Passeriformes","Tyrannidae","Camptostoma","obsoletum","","Southern Beardless Tyrannulet",37.707256,"Camptostoma obsoletum",18
"640",8180,8134,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8134.wav","rlqpij","2005-11-19","6:30","Parque do Zizo, Sao Paulo State","-24.017146","-47.81044","630","Bob Planqué","OH38YHKJBS","call","","3","BirdCLEF2014","Chiroxiphia caudata","Passeriformes","Tyrannidae","Myiodynastes","maculatus","","Streaked Flycatcher",19.025397,"Myiodynastes maculatus",14
"641",8181,8136,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8136.wav","aiiwiu","2010-10-27","7:40","Mata do Barão, Londrina - PR","-23.5339","-50.9737","600","Renan Campos de Oliveira","SDARDTGGWP","call","","1","BirdCLEF2014","","Psittaciformes","Psittacidae","Psittacara","leucophthalmus","","White-eyed Parakeet",33.147483,"Psittacara leucophthalmus",12
"642",8190,8148,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8148.wav","jnqggx","2011-10-11","07:30","Porto Velho, Rondônia","-9.2485","-64.4897","100","GABRIEL LEITE","TGBFXDVERJ","call","bird-seen:yesplayback-used:no","3","BirdCLEF2014","","Passeriformes","Furnariidae","Glyphorynchus","spirurus","","Wedge-billed Woodcreeper",34.132744,"Glyphorynchus spirurus",10
"643",8199,815,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN815.wav","sgsdgm","2013-06-23","16:30","Ramal Seringal Cachoeira, Xapuri, Acre","-10.8954","-68.3632","260","Marcos A. Melo","MRGDYNJGUJ","call","bird-seen:yesplayback-used:no","1","BirdCLEF2014","","Passeriformes","Icteridae","Cacicus","cela","","Yellow-rumped Cacique",35.855011,"Cacicus cela",11
"644",8269,8251,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8251.wav","fakmli","2010-03-25","07:00","RPPN Prima Luna, Nova Trento, Santa Catarina","-27.258","-49.02","530","Evair Legal","SMJXFKLATM","call","","1","BirdCLEF2014","","Passeriformes","Tyrannidae","Platyrinchus","mystaceus","","White-throated Spadebill",40.995918,"Platyrinchus mystaceus",13
"645",8274,8259,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8259.wav","nxdwzm","2001-01-15","07:35","Reserva Natural da Vale - Linhares, Espirito Santo","-19.1456","-40.0645","40","Jeremy Minns","DGVLLRYDXS","call, song","Lowland forest. Natural sounds of two birds, chasing each other about in the understorey.","2","BirdCLEF2014","Crypturellus soui,Amazona amazonica,Setophaga pitiayumi","Passeriformes","Furnariidae","Automolus","leucophthalmus","sulphurascens","White-eyed Foliage-gleaner",32.263923,"Automolus leucophthalmus",11
"646",8278,8264,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8264.wav","bmiqmk","2012-03-21","13:30","Atibaia, São Paulo","-23.1161","-46.5563","800","William Zaca","QPVHQBUWGE","call","bird-seen:yesplayback-used:no","2","BirdCLEF2014","","Passeriformes","Pipridae","Chiroxiphia","caudata","","Blue Manakin",17.925578,"Chiroxiphia caudata",21
"647",8281,8268,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8268.wav","ltmvlu","2010-11-17","07:14","Paragominas, PA, Brazil, Bacia 342","-3.311","-48.183","?","Alexander Lees","INDDBZAFJL","call","primary forest (selectively logged)","0","BirdCLEF2014","Amazona farinosa,Hylocharis cyanus,Ramphocaenus melanurus","Passeriformes","Furnariidae","Xiphorhynchus","guttatus","eytoni","Buff-throated Woodcreeper",15.072562,"Xiphorhynchus guttatus",11
"648",8296,828,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN828.wav","lgdqns","2003-04-02","06:00","Comodoro, Mato Grosso","-13.3001","-59.8001","600","Jeremy Minns","DGVLLRYDXS","call","Campinarana' (forest on white sand). Fly over by two birds with others further off.","2","BirdCLEF2014","","Psittaciformes","Psittacidae","Amazona","amazonica","","Orange-winged Amazon",26.603515,"Amazona amazonica",14
"649",8300,8294,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8294.wav","wpfguq","2005-10-05","11:00","Boa Nova, Wet Forest, state of Bahia","-14.3834","-40.1001","850","Richard C. Hoyer","SRRRBQPENI","call","in response to playback","0","BirdCLEF2014","","Passeriformes","Conopophagidae","Conopophaga","lineata","lineata","Rufous Gnateater",15.06737,"Conopophaga lineata",17
"650",8304,8299,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8299.wav","nknnjw","2005-09-08","09:23","Estância Santa Maria - Jaguarão, Rio Grande do Sul","-32.4509","-56.0587","25","Fernando Jacobs","MHHPJBCUXC","call, song","","1","BirdCLEF2014","Furnarius rufus","Passeriformes","Parulidae","Myiothlypis","leucoblephara","","White-rimmed Warbler",23.243424,"Myiothlypis leucoblephara",14
"651",8316,8315,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8315.wav","gzfudv","2011-01-17","07:00","Estrada Perdida, Parque Nacional do Viruá, Caracaraí, Roraima","1.4022","-60.9869","50","Thiago Orsi Laranjeiras","PMYLTPLTLT","flight call","bird-seen:yesplayback-used:no","2","BirdCLEF2014","","Psittaciformes","Psittacidae","Orthopsittaca","manilatus","","Red-bellied Macaw",20.065306,"Orthopsittaca manilatus",13
"652",8325,8328,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8328.wav","bmiqmk","2013-05-07","10:30","Borebi, São Paulo","-22.6736","-48.9592","700","Paulo Affonso Fonseca Pires Neto","QOMWCAGQJX","call","bird-seen:noplayback-used:no","1","BirdCLEF2014","","Passeriformes","Pipridae","Chiroxiphia","caudata","","Blue Manakin",25.8678,"Chiroxiphia caudata",21
"653",8339,8345,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8345.wav","doafbd","2000-09-17","07:20","Alta Floresta, Mato Grosso. Near Hotel Floresta Amazônica","-8.385","-52.031","250","Jeremy Minns","DGVLLRYDXS","call","Terra firme forest.","0","BirdCLEF2014","Xiphorhynchus guttatus","Passeriformes","Thamnophilidae","Hypocnemis","striata","implicata","Spix's Warbling Antbird",28.772268,"Hypocnemis striata",11
"654",8345,8351,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8351.wav","oinzpv","2011-07-07","09:26","1Brasília National Park, Brasília/DF.","-15.6626","-48.017","1084","Fernando Fávaro","QTNGUZTTQM","call?","Gallery forest, Milho Cozido Stream.","0","BirdCLEF2014","Patagioenas cayennensis","Passeriformes","Corvidae","Cyanocorax","cyanopogon","","White-naped Jay",31.145442,"Cyanocorax cyanopogon",11
"655",8355,8368,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8368.wav","oinzpv","1999-12-21","07:40","Cavernas do Peruaçu National Park","-15.0334","-44.2501","750","Jeremy Minns","DGVLLRYDXS","call","Same flock as in XC82206/7.  With each call the bird bent forward, raising its tail above its head. This is Call E in our DVD-ROM 'Birds of Brazil'.","2","BirdCLEF2014","Myiodynastes maculatus,Saltator similis","Passeriformes","Corvidae","Cyanocorax","cyanopogon","","White-naped Jay",17.459637,"Cyanocorax cyanopogon",11
"656",8361,8374,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8374.wav","pbqnkl","2012-02-07","10:00","Banhado do Maçarico region, Rio Grande, Rio Grande do Sul","-32.519","-52.477","3","Rafael Antunes Dias","XJSWEWQCEC","call","After playback, in small forest amidst grassland bordering wetland","3","BirdCLEF2014","Sicalis flaveola,Pitangus sulphuratus","Cuculiformes","Cuculidae","Guira","guira","","Guira Cuckoo",16.705034,"Guira guira",10
"657",8362,8377,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8377.wav","armfvy","2011-06-12","11:00","São José dos Campos-São Paulo","-22.8745","-45.8655","1500","Rodrigo Dela Rosa de Souza","VGXDJMKETZ","call, song","bird-seen:yesplayback-used:no","3","BirdCLEF2014","","Passeriformes","Tyrannidae","Camptostoma","obsoletum","","Southern Beardless Tyrannulet",22.668073,"Camptostoma obsoletum",18
"658",8366,8380,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8380.wav","aiigbg","2006-07-02","11:40","Pedra Branca State Park Rio de Janeiro","-22.9428","-43.4362","150","Ricardo Gagliardi","YRDADNREOP","call","","0","BirdCLEF2014","Rhopias gularis","Passeriformes","Furnariidae","Sittasomus","griseicapillus","","Olivaceous Woodcreeper",28.59898,"Sittasomus griseicapillus",11
"659",8367,8383,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8383.wav","yudfzp","2007-07-02","12:15","Reserva Ecológica de Guapiaçu, RJ","-22.5001","-42.7167","?","Leonardo Pimentel","JHBOHGJALL","call","","4","BirdCLEF2014","Cacicus haemorrhous","Passeriformes","Troglodytidae","Pheugopedius","genibarbis","","Moustached Wren",41.765329,"Pheugopedius genibarbis",12
"660",8377,8396,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8396.wav","ebxlim","2013-02-25","08:30","Piracicaba, São Paulo","-22.6771","-47.9831","460","GABRIEL LEITE","TGBFXDVERJ","call, male","bird-seen:yesplayback-used:no","1","BirdCLEF2014","","Passeriformes","Thamnophilidae","Taraba","major","","Great Antshrike",36.864127,"Taraba major",10
"661",8389,840,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN840.wav","yudfzp","2004-03-28","17:11","Chapada Diamantina. APA de Marimbus-Iraquara","-12.6167","-41.3167","340","Jeremy Minns","DGVLLRYDXS","call, song","Secondary growth beside a small marsh. Pair. This is Call A in our DVD-ROM 'Birds of Brazil'.","1","BirdCLEF2014","Crypturellus noctivagus","Passeriformes","Troglodytidae","Pheugopedius","genibarbis","genibarbis","Moustached Wren",19.088571,"Pheugopedius genibarbis",12
"662",8391,8411,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8411.wav","cvyifz","2010-01-15","?","Salseiro, Vidal Ramos, Santa Catarina","-27.39726","-49.379082","400","Evair Legal","SMJXFKLATM","call","","1","BirdCLEF2014","","Passeriformes","Cardinalidae","Habia","rubica","","Red-crowned Ant Tanager",22.308549,"Habia rubica",14
"663",8407,8438,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8438.wav","vjukoo","2012-10-03","17:30","Nova Veneza, Santa Catarina, Brazil","-28.638","-49.498","150","João Gava","CEKMJEZKSJ","call","bird-seen:yesplayback-used:no","2","BirdCLEF2014","Tolmomyias sulphurescens","Passeriformes","Tyrannidae","Attila","rufus","","Grey-hooded Attila",23.287052,"Attila rufus",14
"664",8453,8501,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8501.wav","vjukoo","2001-12-02","07:30","Cananeia, SP","-25.0334","-47.9167","10","Jeremy Minns","DGVLLRYDXS","call, song","Ilha Comprida. Coastal forest on white sand. These are calls A and B in our DVD-ROM 'Birds of Brazil'.","2","BirdCLEF2014","Crypturellus obsoletus,Thamnophilus caerulescens","Passeriformes","Tyrannidae","Attila","rufus","rufus","Grey-hooded Attila",17.640862,"Attila rufus",14
"665",8456,8507,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8507.wav","gzfudv","2005-05-15","07:40","Fazenda Zenitti, Alta Floresta","-9.904","-56.195","?","Alexander Lees","INDDBZAFJL","call","riparian forest corridor","0","BirdCLEF2014","Sclateria naevia,Troglodytes aedon","Psittaciformes","Psittacidae","Orthopsittaca","manilatus","","Red-bellied Macaw",26.580408,"Orthopsittaca manilatus",13
"666",8485,8542,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8542.wav","ziirhl","2002-08-30","07:11","Reserva Volta Velha, Itapoá, SC","-26.0834","-48.6334","10","Jeremy Minns","DGVLLRYDXS","call, song","Coastal white sand forest. Single bird perched on a tree overhanging the river, near a nest colony.","2","BirdCLEF2014","Odontophorus capueira,Procnias nudicollis,Chiroxiphia caudata,Schiffornis virescens","Passeriformes","Icteridae","Cacicus","haemorrhous","affinis","Red-rumped Cacique",28.549229,"Cacicus haemorrhous",20
"667",8489,8547,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8547.wav","mbwjzf","2002-04-04","07:50","Road to Pedra do Baú, Campos do Jordão, SP","-22.7167","-45.6001","1400","Jeremy Minns","DGVLLRYDXS","call","Montane forest. Single male in small, isolated  tree. After a  whistled imitation. These are Calls A, B and C in our DVD-ROM 'Birds of Brazil'.","2","BirdCLEF2014","Crypturellus obsoletus,Ramphastos dicolorus,Dysithamnus xanthopterus,Cranioleuca pallida,Myiothlypis leucoblephara","Passeriformes","Fringillidae","Chlorophonia","cyanea","cyanea","Blue-naped Chlorophonia",34.190136,"Chlorophonia cyanea",11
"668",8505,856,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN856.wav","qpxgvo","2011-01-13","16:00","arroio do Salso, São Borja, Rio Grande do Sul","NULL","NULL","50","Glayson Ariel Bencke","TTSZOASMDV","call","after playback","1","BirdCLEF2014","Elaenia spectabilis","Passeriformes","Tyrannidae","Hemitriccus","margaritaceiventer","","Pearly-vented Tody-Tyrant",36.993424,"Hemitriccus margaritaceiventer",11
"669",8529,8599,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8599.wav","pazlce","2003-04-05","11:13","Cristalino Jungle Lodge, MT","-9.5981","-55.932","250","Jeremy Minns","DGVLLRYDXS","call, song","Terra firme forest.","1","BirdCLEF2014","","Passeriformes","Tyrannidae","Lophotriccus","galeatus","","Helmeted Pygmy Tyrant",31.322154,"Lophotriccus galeatus",11
"670",8546,8622,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8622.wav","ebxlim","0000-00-00","?","Estacao Ecologica de Jatai - Luis Antonio, Sao Paulo State","-21.55","-47.716667","651","Luiz Fernando Figueiredo","EYYKGDWADQ","call","female","2","BirdCLEF2014","","Passeriformes","Thamnophilidae","Taraba","major","","Great Antshrike",16.724898,"Taraba major",10
"671",8563,8651,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8651.wav","gcyzcu","2011-07-24","07:30","Maranhao","-3.4607","-44.7822","10","GABRIEL LEITE","TGBFXDVERJ","call, female, male","bird-seen:yesplayback-used:no","2","BirdCLEF2014","","Psittaciformes","Psittacidae","Diopsittaca","nobilis","","Red-shouldered Macaw",19.887642,"Diopsittaca nobilis",10
"672",8603,8709,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8709.wav","armfvy","2008-08-03","10:00","Banhado do Maçarico, Rio Grande, Rio Grande do Sul","-32.404","-52.468","6","Rafael Antunes Dias","XJSWEWQCEC","call","In tiny forest patch, poor quality, only for documentation purposes","5","BirdCLEF2014","","Passeriformes","Tyrannidae","Camptostoma","obsoletum","","Southern Beardless Tyrannulet",27.826281,"Camptostoma obsoletum",18
"673",8609,8715,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8715.wav","ibvnlg","2011-09-03","?","Salseiro, Vidal Ramos, Santa Catarina","-27.39726","-49.379082","450","Evair Legal","SMJXFKLATM","call","","2","BirdCLEF2014","","Passeriformes","Tyrannidae","Myiornis","auricularis","","Eared Pygmy Tyrant",15.029274,"Myiornis auricularis",15
"674",8617,8728,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8728.wav","ssdpyu","2004-03-20","05:10","Mata da Millenium, Mataraca, State of Paraíba","-6.5834","-35.0501","30","Glauco Alves Pereira","ZWEROGGYVP","call","Observed in edge of forest","2","BirdCLEF2014","Leptotila verreauxi,Vireo olivaceus","Passeriformes","Troglodytidae","Cantorchilus","longirostris","","Long-billed Wren",17.293265,"Cantorchilus longirostris",10
"675",8619,8730,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8730.wav","mkqlxe","2002-08-29","13:52","Reserva Volta Velha, Itapoá, SC","-26.0834","-48.6334","10","Jeremy Minns","DGVLLRYDXS","call, song","Open area in lowland forest. Two birds on the tops of two trees.","2","BirdCLEF2014","Procnias nudicollis","Passeriformes","Tyrannidae","Myiozetetes","similis","pallidiventris","Social Flycatcher",30.484694,"Myiozetetes similis",18
"676",8621,8735,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8735.wav","ibvnlg","2010-06-04","08:30","Barão de Cocais, Minas Gerais","-19.939","-43.4752","1.042","Helberth J. C. Peixoto","XIRUVWSNEN","call","bird-seen:yesplayback-used:no","3","BirdCLEF2014","","Passeriformes","Tyrannidae","Myiornis","auricularis","","Eared Pygmy Tyrant",19.0339,"Myiornis auricularis",15
"677",8622,8736,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN8736.wav","rlqpij","2002-12-02","09:50","Estrada da Graciosa, Paraná state","-25.3334","-48.9001","875","Jeremy Minns","DGVLLRYDXS","call and song in duet","Montane forest.  This is Call A in our DVD-ROM 'Birds of Brazil'.","2","BirdCLEF2014","Phaethornis eurynome,Ramphastos dicolorus,Cranioleuca obsoleta,Attila phoenicurus,Procnias nudicollis,Pachyramphus validus,Vireo olivaceus,Tinamus solitarius","Passeriformes","Tyrannidae","Myiodynastes","maculatus","solitarius","Streaked Flycatcher",43.033333,"Myiodynastes maculatus",14
